
----------------------------------------
Circuit Details:
----------------------------------------
No. of Primary Inputs: 178
No. of Primary Outputs: 123
No. of Gates: 2314
No. of Nodes: 4806
Execution Time: 2548000 ns
Primary Inputs: N132 N80 N23 N79 N81 N26 N24 N112 N52 N115 N114 N53 N113 N122 N130 N119 N129 N131 N127 N126 N117 N34 N87 N176 N120 N14 N73 N76 N43 N91 N100 N46 N11 N109 N149 N188 N182 N191 N194 N116 N197 N97 N88 N86 N83 N315 N323 N372 N209 N217 N225 N233 N241 N264 N272 N280 N292 N203 N179 N128 N123 N64 N17 N20 N37 N40 N103 N49 N61 N106 N146 N152 N158 N70 N185 N140 N161 N164 N167 N173 N170 N82 N136 N289 N288 N54 N534 N523 N514 N490 N479 N4 N25 N374 N411 N400 N389 N435 N422 N468 N457 N446 N299 N603 N599 N67 N503 N619 N625 N242 N361 N332 N351 N341 N324 N316 N331 N308 N302 N588 N31 N206 N335 N307 N281 N273 N265 N234 N94 N226 N218 N210 N616 N613 N118 N607 N610 N248 N251 N254 N580 N257 N577 N583 N137 N574 N121 N571 N566 N559 N245 N556 N386 N145 N1 N373 N27 N358 N338 N155 N549 N562 N552 N366 N348 N545 N598 N597 N596 N369 N595 N592 N591 N631 N135 N200 N293 N141
Outputs: N8127 N8124 N8076 N8075 N7758 N7757 N7755 N7741 N7740 N7738 N7737 N7707 N7706 N7705 N7704 N7702 N7701 N7626 N7606 N7605 N7604 N7602 N7601 N7522 N7520 N7518 N7516 N7511 N7506 N7504 N7503 N7472 N7471 N7469 N7466 N7465 N7515 N7754 N7700 N6927 N6926 N6924 N7449 N6877 N7474 N6716 N6643 N5388 N7607 N5240 N8123 N7467 N4739 N4738 N7519 N7759 N4740 N7756 N7742 N4279 N4278 N4275 N4272 N7365 N6641 N8128 N7517 N7698 N7703 N3613 N3604 N3360 N3359 N3358 N3357 N7739 N6648 N4737 N7761 N7735 N7470 N7363 N7473 N7760 N2623 N7521 N2590 N2584 N2527 N2387 N2309 N2142 N2139 N2061 N2060 N2054 N1972 N7699 N7476 N6925 N7603 N7600 N6646 N7015 N7736 N7432 N1155 N1154 N1153 N1152 N1147 N1145 N1144 N1143 N1142 N1141 N1140 N1139 N1138 N1137 N1066 N816 N709


----------------------------------------
Signal	CC0	CC1	CO
N4252	7	11	189
N4147	7	11	14
N4258	7	11	177
N4144	7	11	14
N4255	7	11	177
N4702	16	8	51
N4269	9	8	87
N4547	4	14	7
N4720	9	8	181
N4279	4	10	0
N4272	4	10	0
N4275	4	10	0
N4278	4	10	0
N4515	6	9	103
N4516	6	9	17
N5058	9	9	66
N5177	3	8	320
N5085	7	7	31
N5086	10	4	27
N5104	10	4	95
N5105	7	7	99
N5176	3	8	325
N5228	7	7	135
N5083	7	7	40
N5084	10	4	36
N5100	10	4	95
N5101	7	7	99
N5227	7	7	135
N5081	7	7	43
N5082	10	4	39
N5098	10	4	95
N5099	7	7	99
N5230	7	7	135
N5079	7	7	44
N5080	10	4	40
N5096	10	4	94
N5097	7	7	98
N5229	7	7	135
N5077	7	7	44
N5078	10	4	40
N5094	10	4	83
N5095	7	7	87
N5142	7	7	168
N5169	3	8	55
N5173	3	8	302
N5075	7	7	43
N5076	10	4	39
N5087	3	8	54
N5102	10	4	60
N5103	7	7	64
N5172	3	8	298
N5141	7	7	168
N5073	7	7	58
N5074	10	4	54
N5092	10	4	54
N5093	7	7	58
N5144	7	7	168
N5071	7	7	47
N5072	10	4	43
N5090	10	4	43
N5091	7	7	47
N5143	7	7	168
N5069	7	7	36
N5070	10	4	32
N5088	10	4	32
N5089	7	7	36
N5145	13	7	161
N5146	7	7	168
N4109	7	11	14
N4198	7	11	199
N4106	7	11	14
N4228	7	11	207
N4103	7	11	14
N4225	7	11	207
N4097	7	11	14
N4231	7	11	207
N4094	7	11	14
N4240	7	11	195
N4091	7	11	14
N4237	7	11	195
N5059	17	9	57
N4088	7	11	14
N4243	7	11	195
N4100	7	11	14
N4234	7	11	207
N4976	9	9	85
N4978	8	23	69
N4977	9	9	85
N4979	9	25	68
N4737	4	12	0
N4738	4	12	0
N4739	4	12	0
N4740	4	12	0
N4953	5	20	55
N4955	4	20	56
N4741	3	12	12
N4987	4	14	7
N4721	15	9	173
N4701	16	8	51
N5157	10	9	187
N5346	9	7	39
N5616	11	4	18
N5617	8	8	22
N5734	8	8	315
N5733	8	8	262
N5735	8	8	287
N5305	13	6	160
N5275	10	3	40
N5299	10	3	80
N5303	14	7	159
N5274	10	3	41
N5298	10	3	80
N5304	14	7	159
N5264	8	10	36
N5284	8	10	76
N5263	10	3	40
N5283	10	3	80
N5306	13	8	160
N5622	4	9	54
N5731	4	9	239
N5262	10	3	40
N5300	10	3	58
N5364	14	7	127
N5261	10	3	50
N5282	10	3	50
N5363	14	7	127
N5620	8	8	63
N5621	8	8	62
N5690	8	8	226
N5691	8	8	234
N5366	14	7	127
N5618	8	8	48
N5619	8	8	56
N5730	8	8	234
N5732	8	8	242
N5726	7	14	31
N5365	14	7	127
N4726	8	12	83
N4960	4	18	7
N4973	8	12	191
N4727	8	12	83
N4961	4	18	7
N4972	8	12	191
N4728	8	12	83
N4984	4	18	7
N4974	8	12	189
N4975	21	6	179
N4724	8	12	83
N4985	4	18	7
N5056	8	12	176
N4725	8	12	83
N4986	4	18	7
N5055	8	12	176
N5057	15	8	174
N4939	7	12	100
N4942	7	12	14
N5239	17	8	58
N5728	4	9	319
N5250	10	3	28
N5260	10	3	96
N5368	14	7	128
N5249	10	3	37
N5258	10	3	96
N5367	14	7	128
N5248	10	3	40
N5257	10	3	96
N5370	14	7	128
N5247	10	3	41
N5256	10	3	95
N5369	14	7	128
N5246	10	3	41
N5255	10	3	84
N5308	14	7	161
N5469	4	9	54
N5727	4	9	301
N5245	10	3	40
N5259	10	3	61
N5307	14	7	161
N5244	10	3	55
N5254	10	3	55
N5310	14	7	161
N5243	10	3	44
N5253	10	3	44
N5309	14	7	161
N5242	10	3	33
N5252	10	3	33
N5311	13	6	162
N4733	8	12	100
N4956	4	18	7
N4524	8	12	198
N4734	8	12	100
N4957	4	18	7
troj39_0n1	7	18	200
N4966	8	12	206
N4735	8	12	100
N4958	4	18	7
N4965	8	12	206
N4729	8	12	100
N4980	4	18	7
N4967	8	12	206
N4730	8	12	100
N4981	4	18	7
N5053	8	12	194
N4731	8	12	100
N4982	4	18	7
N5052	8	12	194
N4732	8	12	100
N4983	4	18	7
N5054	8	12	194
N4736	8	12	100
N4959	4	18	7
N4968	8	12	206
N5163	8	25	69
N5164	8	25	69
N5147	19	10	50
N5148	21	10	50
N5049	17	17	42
N5956	10	8	38
N5955	11	3	19
N5696	14	14	152
N5606	8	11	35
N5671	8	11	75
N5595	8	11	36
N5655	8	11	75
N5692	15	15	151
N5954	3	18	54
N6048	9	11	35
N6005	3	18	307
N6006	3	18	300
N6051	9	11	221
N6054	9	11	246
N5579	8	11	35
N5634	8	11	75
N5700	16	14	152
N5573	8	11	35
N5684	8	11	53
N5562	8	11	45
N5624	8	11	45
N5739	15	15	119
N6045	15	8	23
N5736	15	15	119
N5161	24	8	179
N5160	24	8	179
N5061	6	46	49
N5162	21	5	180
N5235	24	8	164
N5060	9	40	55
N5234	24	8	164
N5236	18	16	164
N5241	8	13	99
N5374	8	13	193
N5165	4	19	7
N5385	18	18	48
N5462	8	11	23
N5555	8	11	91
N5452	8	11	32
N5536	8	11	91
N5745	15	15	120
N5441	8	11	35
N5520	8	11	91
N5431	8	11	36
N5506	8	11	90
N5742	15	15	120
N5424	8	11	36
N5498	8	11	79
N5418	8	11	35
N5549	8	11	56
N5703	15	15	153
N5407	8	11	50
N5488	8	11	50
N5396	8	11	39
N5477	8	11	39
N5707	15	15	153
N5389	8	11	28
N5470	8	11	28
N5711	14	14	154
N5150	9	13	198
N5154	24	8	194
N5153	24	8	194
N5155	24	8	194
N5233	24	8	182
N5232	24	8	182
N5062	9	49	63
N5063	9	49	63
N5156	24	8	194
N5331	24	17	60
N5332	26	18	59
N5371	21	20	39
N5312	18	18	41
N6164	8	12	14
N6200	15	15	152
N6162	7	18	44
N6163	2	19	49
N6338	9	12	34
N6192	7	18	310
N6194	7	18	315
N6353	9	12	250
N6364	9	12	275
N6156	3	29	54
N6157	7	39	50
N6158	2	40	55
N6159	3	19	50
N6160	7	29	46
N6161	2	30	51
N6335	9	12	35
N6182	3	29	307
N6183	7	39	303
N6184	7	39	303
N6185	3	29	300
N6186	7	39	296
N6187	3	19	322
N6188	7	29	318
N6189	7	29	318
N6190	3	19	320
N6191	7	29	316
N6359	9	12	230
N6370	9	12	255
N6197	16	16	151
N6434	10	12	34
N6448	10	12	220
N6449	10	12	245
N6149	7	50	36
N6152	3	18	56
N6153	3	29	56
N6154	3	40	56
N6155	7	50	52
N6331	9	12	34
N6175	7	50	36
N6178	3	18	72
N6179	3	29	72
N6180	3	40	72
N6181	7	50	68
N6356	9	12	240
N6367	9	12	265
N6209	17	15	151
N6212	17	15	152
N6139	9	12	34
N6341	9	12	250
N6347	9	12	258
N6074	3	31	25
N6140	7	35	29
N6143	3	25	66
N6144	7	29	62
N6145	3	25	61
N6146	3	19	75
N6147	9	23	69
N6148	3	19	67
N6325	9	12	50
N6328	9	12	51
N6078	3	31	25
N6168	7	35	29
N6171	3	25	281
N6172	7	29	277
N6173	3	25	241
N6174	3	19	243
N6193	9	23	272
N6344	9	12	240
N6350	9	12	248
N6374	16	16	118
N6478	10	2	29
N6373	16	16	118
N5324	17	25	170
N5328	12	22	173
N5240	7	95	0
N5382	17	25	155
N5755	19	17	164
N6065	9	14	193
N6066	26	9	180
N6044	19	19	47
N6107	2	13	38
N6238	9	12	22
N6295	9	12	288
N6313	9	12	295
N6105	3	19	43
N6106	2	24	44
N6268	9	12	31
N6136	3	19	319
N6138	9	23	328
N6298	9	12	278
N6316	9	12	285
N6376	16	16	119
N6102	3	19	47
N6103	3	30	47
N6104	2	35	48
N6265	9	12	34
N6131	3	19	340
N6132	3	30	340
N6133	9	34	334
N6134	3	19	325
N6135	3	30	325
N6304	9	12	258
N6322	9	12	265
N6098	3	19	50
N6099	3	30	50
N6100	3	41	50
N6101	2	46	51
N6262	9	12	35
N6124	3	19	331
N6125	3	30	331
N6126	3	41	331
N6127	9	45	325
N6128	3	19	313
N6129	3	30	313
N6130	3	41	313
N6307	9	12	248
N6310	9	12	255
N6375	16	16	119
N6091	9	56	46
N6094	3	19	52
N6095	3	30	52
N6096	3	41	52
N6097	3	52	52
N6259	9	12	35
N6117	9	56	46
N6120	3	19	71
N6121	3	30	71
N6122	3	41	71
N6123	3	52	71
N6301	9	12	268
N6319	9	12	275
N6079	9	12	34
N6271	9	12	282
N6283	9	12	285
N6203	16	16	154
N6088	3	19	82
N6089	9	23	76
N6090	3	19	73
N6253	9	12	50
N6256	9	12	51
N6116	3	19	305
N6137	9	23	304
N6274	9	12	272
N6286	9	12	275
N6083	3	19	85
N6084	3	30	85
N6085	9	34	79
N6086	3	19	76
N6087	3	30	76
N6247	9	12	66
N6250	9	12	64
N6111	3	19	310
N6112	3	30	310
N6113	9	34	304
N6114	3	19	303
N6115	3	30	303
N6280	9	12	252
N6292	9	12	255
N6206	16	16	154
N6075	3	19	20
N6076	3	30	20
N6077	3	41	20
N6080	9	45	22
N6241	9	12	66
N6244	9	12	67
N6071	3	19	20
N6072	3	30	20
N6073	3	41	20
N6108	9	45	22
N6277	9	12	262
N6289	9	12	265
N6215	15	15	153
N6218	15	15	155
N5315	17	25	185
N5377	17	25	173
N5388	9	112	0
N5319	17	25	185
N5756	36	25	41
N6023	22	21	39
N6024	39	19	20
N6640	9	13	212
N6718	3	18	8
N6587	12	8	39
N6699	21	10	25
N6700	10	13	33
N6445	10	8	307
N6782	10	13	249
N6790	10	13	274
N6580	18	7	39
N6584	15	8	38
N6698	10	13	34
N6609	23	7	287
N6622	7	16	287
N6606	20	8	305
N6619	8	13	310
N6784	10	13	229
N6785	10	13	254
N6693	2	52	57
N6427	19	8	40
N6695	10	13	33
N6703	8	51	229
N6441	19	8	56
N6783	10	13	239
N6791	10	13	264
N6708	18	16	152
N6712	15	45	121
N6709	18	16	151
N6713	16	47	120
N6772	10	13	249
N6776	10	13	257
N6386	19	6	9
N6643	8	86	0
N6566	20	7	49
N6569	7	13	51
N6572	15	8	63
N6575	8	6	64
N6689	21	4	41
N6690	10	13	50
N6691	22	5	41
N6692	10	13	51
N6392	19	6	9
N6646	8	86	0
N6592	20	7	264
N6599	7	13	231
N6437	6	8	240
N6773	10	13	239
N6777	10	13	247
N6631	32	16	102
N6879	11	11	20
N6880	2	4	29
N6630	32	16	102
N6028	18	26	170
N6037	13	23	172
N6040	13	23	173
N6068	18	26	154
N6069	43	18	138
N6377	26	8	181
N6512	5	8	35
N6650	16	4	18
N6651	10	13	22
N6751	10	13	287
N6760	10	13	294
N6508	8	8	38
N6672	10	13	31
N6419	6	8	316
N6752	10	13	277
N6761	10	13	284
N6633	32	16	103
N6504	11	8	39
N6670	10	13	34
N6536	18	8	325
N6553	8	9	319
N6754	10	13	257
N6755	10	13	264
N6500	14	8	39
N6668	10	13	34
N6539	21	8	313
N6556	8	12	304
N6682	10	13	247
N6683	10	13	254
N6632	32	16	103
N6664	2	58	53
N6397	15	8	40
N6666	10	13	34
N6675	10	57	257
N6415	15	8	59
N6753	10	13	267
N6762	10	13	274
N6739	10	13	281
N6744	10	13	284
N6490	15	8	70
N6494	8	6	70
N6660	21	4	41
N6661	10	13	50
N6662	22	5	41
N6663	10	13	51
N6411	6	8	302
N6740	10	13	271
N6745	10	13	274
N6482	18	8	70
N6486	8	9	70
N6657	10	13	65
N6659	10	13	64
N6516	18	8	295
N6526	8	9	297
N6680	10	13	251
N6681	10	13	254
N6388	12	8	11
N6648	10	102	0
N6653	10	13	65
N6655	10	13	67
N6382	12	8	11
N6641	10	102	0
N6741	10	13	261
N6746	10	13	264
N6710	16	16	154
N6714	16	46	122
N6711	16	16	154
N6715	16	48	122
N6025	18	26	185
N6067	18	26	172
N6031	18	26	184
N6034	18	26	185
N6234	37	26	41
N6235	45	20	21
N6221	39	18	21
N6866	10	8	1
N6854	13	9	39
N6856	21	10	25
N6909	18	9	304
N6916	11	9	306
N6850	19	8	39
N6852	16	9	38
N6853	21	11	25
N6855	22	11	25
N6913	24	8	286
N6919	8	17	286
N6912	21	9	305
N6914	9	14	310
N6915	22	9	301
N6802	8	44	20
N6844	22	9	37
N6851	21	11	25
N6804	8	44	20
N6857	20	9	225
N6860	15	47	121
N6861	16	47	120
N6834	21	8	49
N6835	16	9	40
N6836	8	14	50
N6837	22	8	42
N6838	16	9	63
N6839	17	9	54
N6840	9	7	64
N6841	15	9	55
N6842	21	3	42
N6843	22	4	42
N6904	21	8	264
N6908	8	14	230
N6901	16	9	265
N6905	7	9	239
N6979	14	5	17
N6792	33	33	85
N6471	14	24	172
N6475	10	57	138
N6472	14	24	173
N6476	11	59	137
N6378	43	19	137
N6634	18	27	171
N6829	6	9	34
N6806	16	3	19
N6827	9	9	37
N6830	22	6	22
N6891	16	9	321
N6897	7	9	315
N6825	12	9	39
N6828	22	9	25
N6889	19	9	325
N6890	17	4	316
N6895	9	10	319
N6896	19	5	309
N6823	15	9	39
N6826	22	11	25
N6894	22	9	313
N6900	9	13	303
N6795	33	33	86
N6803	10	54	13
N6817	18	9	37
N6824	22	11	25
N6801	10	54	13
N6831	16	9	248
N6811	16	9	70
N6813	9	7	69
N6815	21	3	42
N6816	22	4	42
N6881	16	9	297
N6885	7	9	301
N6807	19	9	70
N6809	9	10	69
N6812	22	11	56
N6814	20	9	57
N6884	19	9	295
N6888	9	10	296
N6808	22	11	56
N6810	23	9	57
N6862	16	48	122
N6863	16	48	122
N6469	19	27	184
N6473	9	64	146
N6470	19	27	185
N6474	10	66	145
N6477	45	19	22
N6466	38	40	1
N7011	4	15	12
N7012	4	15	12
N7013	4	15	8
N7015	11	9	0
N7016	4	15	8
N6966	22	10	26
N6967	21	22	14
N7088	19	10	303
N7093	12	10	305
N6964	21	10	26
N6965	21	10	26
N7089	19	19	295
N6999	22	8	302
N6925	28	7	0
N7049	23	10	37
N7064	10	22	24
N6927	28	7	0
N7065	9	61	219
N6973	46	31	105
N6974	48	33	103
N6953	16	8	41
N6954	22	8	42
N6955	17	8	55
N6956	15	8	56
N6957	8	22	37
N6958	10	23	36
N7084	17	10	265
N7085	18	4	256
N7086	8	10	239
N7087	19	5	229
N7114	2	9	13
N6977	34	34	84
N6721	11	59	137
N6722	10	59	138
N6637	38	44	118
troj39_0n5	9	29	189
N6922	19	28	171
N6923	54	19	144
N6949	22	7	21
N6932	8	17	14
N6948	22	10	24
N7079	17	10	321
N7083	8	10	314
N6947	22	10	26
N6987	17	3	317
N6990	19	4	310
N6946	22	10	26
N6978	34	34	85
N6926	23	9	0
N7023	19	10	37
N7040	10	22	24
N6924	23	9	0
N7041	11	67	247
N6937	22	10	57
N6938	20	10	56
N6939	8	22	37
N6940	10	23	36
N7072	17	10	297
N7073	18	4	288
N7074	8	10	301
N7075	19	5	291
N6935	22	10	57
N6936	23	10	56
N6975	47	33	105
N6976	49	33	105
N6719	10	66	145
N6720	9	66	146
N6724	40	46	1
N6716	39	41	0
N6805	39	41	225
N7060	22	23	14
N7110	22	23	202
N7147	3	28	8
N7160	19	20	294
N7054	22	22	14
N7057	22	22	14
N7090	18	23	292
N7181	9	22	25
N7182	10	62	218
N7094	65	47	71
N7044	18	17	31
N7045	17	23	33
N7046	18	18	45
N7047	18	16	46
N7048	9	23	36
N7180	11	34	25
N7158	18	3	257
N7159	19	4	230
N6874	58	22	126
N6875	60	22	126
N6876	39	45	117
N7002	54	18	145
N7037	14	23	14
N7105	9	18	226
N7146	3	23	8
N7034	20	23	14
N7031	22	23	14
N7076	8	18	312
N7080	10	20	304
N7028	22	23	14
N7176	9	22	25
N7177	12	68	246
N7020	22	23	45
N7021	20	21	46
N7022	9	23	36
N7175	11	34	25
N7152	18	3	289
N7153	19	4	292
N7018	22	23	45
N7019	20	24	46
N7097	67	48	71
N6872	65	20	135
N6873	67	20	135
N6877	41	47	0
N6930	41	47	219
N7170	23	24	201
N7196	3	29	8
N7198	10	8	1
N7225	40	20	274
N7172	23	23	202
N7208	3	28	8
N7171	23	23	202
N7197	3	28	8
N7228	19	24	292
N7229	34	13	281
N7263	20	23	14
N7183	66	48	71
N7184	82	35	36
N7139	19	27	21
N7130	18	24	32
N7140	19	28	35
N7131	19	17	45
N7141	10	33	26
N7219	8	19	252
N7222	10	20	224
N7006	45	59	103
N7101	38	55	125
N7166	15	24	220
N7187	3	29	8
N7190	10	8	1
N7167	21	24	220
N7188	3	29	8
N7168	23	24	220
N7189	3	29	8
N7215	9	19	311
N7216	29	9	302
N7217	11	21	304
N7218	31	9	293
N7169	23	24	220
N7207	3	29	8
N7245	20	23	14
N7126	19	33	35
N7116	21	22	45
N7127	10	33	26
N7209	8	19	284
N7212	10	20	286
N7125	19	33	35
N7115	21	25	45
N7185	68	49	71
N7186	83	35	36
N7003	41	66	114
N7288	10	8	1
N7339	4	15	12
N7341	4	15	12
N7349	4	15	8
N7357	4	15	8
N7363	11	9	0
N7419	41	21	274
N7420	29	25	265
N7310	10	8	1
N7294	10	8	1
N7328	34	12	282
N7428	21	24	201
N7485	3	29	8
N7268	82	34	37
N7178	19	35	21
N7179	20	28	34
N7260	22	34	14
N7415	9	20	251
N7416	28	9	244
N7417	11	21	258
N7418	35	9	209
N7150	46	60	103
N7151	105	40	57
N7205	39	56	124
N7270	10	8	1
N7338	3	14	13
N7340	3	14	13
N7342	3	14	9
N7364	3	14	9
N7365	11	9	0
N7276	10	8	1
N7282	10	8	1
N7320	29	10	301
N7321	31	8	294
N7304	10	8	1
N7424	21	24	220
N7481	3	29	8
N7174	20	33	34
N7242	22	34	14
N7405	9	20	283
N7406	29	9	275
N7407	11	21	286
N7408	31	10	275
N7173	20	36	34
N7269	83	34	37
N7149	42	67	114
N7437	4	15	12
N7445	4	15	12
N7454	4	15	8
N7461	4	15	8
N7467	11	9	0
N7500	29	24	266
N7433	4	15	12
N7441	4	15	12
N7450	4	15	8
N7457	4	15	8
N7465	11	9	0
N7439	4	15	12
N7447	4	15	12
N7452	4	15	8
N7459	4	15	8
N7466	11	9	0
N7421	26	35	268
N7555	10	8	1
N7394	70	83	1
N7250	39	28	1
N7257	40	29	14
N7429	23	35	190
N7486	3	40	8
N7498	28	10	243
N7499	35	8	244
N7206	105	39	58
N7300	123	40	57
N7436	3	14	13
N7444	3	14	13
N7456	3	14	9
N7463	3	14	9
N7473	11	9	0
N7435	12	7	4
N7443	12	7	4
N7449	12	7	0
N7469	12	7	0
N7438	3	14	13
N7446	3	14	13
N7455	3	14	9
N7462	3	14	9
N7472	11	9	0
N7440	3	14	13
N7448	3	14	13
N7453	3	14	9
N7460	3	14	9
N7471	11	9	0
N7409	20	30	291
N7412	18	32	284
N7434	3	14	13
N7442	3	14	13
N7451	3	14	9
N7458	3	14	9
N7470	11	9	0
N7531	10	8	1
N7239	40	34	14
N7425	23	35	209
N7482	3	40	8
N7492	29	10	274
N7493	31	9	276
N7236	40	34	14
N7397	70	84	1
N7204	123	39	58
N7595	50	30	240
N7598	27	36	268
N7599	53	9	250
N7666	4	15	12
N7674	4	15	12
N7690	4	15	8
N7696	4	15	8
N7702	11	9	0
N7474	71	84	0
N7527	71	84	182
N7431	40	29	196
N7432	40	29	0
N7464	2	31	13
N7488	3	34	8
N7489	34	15	42
N7430	41	30	195
N7487	3	35	8
N7561	10	8	1
N7589	20	29	233
N7592	18	36	234
N7301	80	106	17
N7507	12	7	4
N7512	12	7	4
N7518	12	7	0
N7522	12	7	0
N7506	4	11	0
N7511	4	11	0
N7508	12	7	4
N7513	12	7	4
N7517	12	7	0
N7521	12	7	0
N7509	12	7	4
N7514	12	7	4
N7516	12	7	0
N7520	12	7	0
N7585	21	31	290
N7586	40	21	282
N7587	19	33	284
N7588	46	10	270
N7505	12	7	4
N7510	12	7	4
N7515	12	7	0
N7519	12	7	0
N7667	3	14	13
N7675	3	14	13
N7691	3	14	9
N7697	3	14	9
N7707	11	9	0
N7426	41	35	209
N7483	3	40	8
N7537	10	8	1
N7579	20	30	264
N7582	20	32	265
N7427	41	35	209
N7484	3	40	8
N7476	71	85	0
N7528	71	85	181
N7402	80	124	17
N7722	51	31	240
N7723	39	9	231
N7665	53	8	251
N7525	10	6	5
N7573	10	8	1
N7624	15	21	36
N7625	35	44	16
N7504	10	225	0
N7567	10	8	1
N7668	4	15	12
N7676	4	15	12
N7688	4	15	8
N7694	4	15	8
N7701	11	9	0
N7718	21	30	233
N7719	43	11	219
N7720	19	37	234
N7721	50	11	220
N7468	81	107	16
N7479	4	110	26
N7601	4	11	0
N7605	4	11	0
N7602	4	11	0
N7606	4	11	0
N7603	4	11	0
N7607	4	11	0
N7657	40	22	281
N7658	46	9	271
N7600	4	11	0
N7604	4	11	0
N7727	12	7	4
N7731	12	7	4
N7739	12	7	0
N7742	12	7	0
N7543	10	8	1
N7669	3	14	13
N7677	3	14	13
N7689	3	14	9
N7695	3	14	9
N7706	11	9	0
N7708	21	31	264
N7709	44	11	250
N7710	21	33	265
N7711	46	11	251
N7503	10	244	0
N7549	10	8	1
N7631	2	259	7
N7529	81	125	16
N7530	4	128	26
N7751	39	8	232
N7724	18	54	241
N7626	4	11	0
N7672	4	15	12
N7680	4	15	12
N7682	4	15	8
N7684	4	15	8
N7699	11	9	0
N7698	51	22	0
N7670	4	15	12
N7678	4	15	12
N7686	4	15	8
N7692	4	15	8
N7700	11	9	0
N7749	43	10	220
N7750	50	10	221
N7526	4	114	9
N7712	44	41	259
N7715	20	47	260
N7754	4	11	0
N7758	4	11	0
N7671	3	14	13
N7679	3	14	13
N7687	3	14	9
N7693	3	14	9
N7705	11	9	0
N7728	12	7	4
N7732	12	7	4
N7738	12	7	0
N7741	12	7	0
N7743	44	10	251
N7744	46	10	252
N7673	3	14	13
N7681	3	14	13
N7683	3	14	9
N7685	3	14	9
N7704	11	9	0
N7703	2	266	0
N7636	4	132	9
N7778	18	40	222
N7781	19	55	241
N7782	63	9	232
N7772	22	44	208
N7775	22	51	209
N7768	45	42	259
N7769	55	11	245
N7770	21	48	260
N7771	61	11	246
N7729	12	7	4
N7733	12	7	4
N7737	12	7	0
N7740	12	7	0
N7755	4	11	0
N7759	4	11	0
N7762	22	45	239
N7765	22	47	240
N7730	12	7	4
N7734	12	7	4
N7735	12	7	0
N7736	12	7	0
N7810	19	41	222
N7811	54	11	208
N7795	63	8	233
N7806	23	45	208
N7807	58	11	194
N7808	23	52	209
N7809	65	11	195
N7787	55	10	246
N7788	61	10	247
N7756	4	11	0
N7760	4	11	0
N7796	23	46	239
N7797	59	11	225
N7798	23	48	240
N7799	61	11	226
N7757	4	11	0
N7761	4	11	0
N7823	54	10	209
N7812	18	64	223
N7821	58	10	195
N7822	65	10	196
N7800	22	56	234
N7803	22	62	235
N7815	59	10	226
N7816	61	10	227
N7842	22	55	197
N7845	19	65	223
N7846	78	11	209
N7836	22	59	183
N7839	22	66	184
N7832	23	57	234
N7833	70	11	220
N7834	23	63	235
N7835	76	11	221
N7826	22	60	214
N7829	22	62	215
N7874	23	56	197
N7875	69	11	183
N7859	78	10	210
N7870	23	60	183
N7871	68	9	174
N7872	23	67	184
N7873	75	9	175
N7851	70	10	221
N7852	76	10	222
N7860	23	61	214
N7861	74	11	200
N7862	23	63	215
N7863	76	11	201
N7887	69	10	184
N7876	22	79	198
N7885	68	8	175
N7886	75	8	176
N7864	22	71	209
N7867	22	77	210
N7879	74	10	201
N7880	76	10	202
N7906	22	70	172
N7909	23	80	198
N7910	93	11	184
N7900	18	69	165
N7903	18	76	166
N7896	23	72	209
N7897	85	11	195
N7898	23	78	210
N7899	91	11	196
N7890	22	75	189
N7893	22	77	190
N7938	23	71	172
N7939	84	11	158
N7923	93	10	185
N7928	19	70	165
N7929	78	9	156
N7930	19	77	166
N7931	85	9	157
N7917	85	10	196
N7918	91	10	197
N7924	23	76	189
N7925	89	11	175
N7926	23	78	190
N7927	91	11	176
N7951	84	10	159
N7940	22	94	173
N7945	78	8	157
N7946	85	8	158
N7932	22	86	184
N7935	22	92	185
N7943	89	10	176
N7944	91	10	177
N7970	22	85	147
N7973	23	95	173
N7974	108	11	159
N7960	18	79	147
N7963	18	86	148
N7966	23	87	184
N7967	100	11	170
N7968	23	93	185
N7969	106	11	171
N7954	22	90	164
N7957	22	92	165
N7992	23	86	147
N7993	98	11	134
N7987	108	10	160
N7995	3	90	136
N7997	2	143	137
N7994	3	98	136
N7996	2	149	137
N7984	100	10	171
N7985	106	10	172
N7989	3	101	153
N7991	2	160	154
N7988	3	104	153
N7990	2	161	154
N8009	98	10	135
N8004	22	109	148
N8017	11	91	128
N7998	22	101	159
N8001	22	107	160
N8013	11	102	145
N8025	22	99	123
N8026	23	110	148
N8027	122	11	135
N8036	12	92	128
N8020	23	102	159
N8021	115	11	145
N8022	23	108	160
N8023	121	11	146
N8033	12	103	145
N8035	2	101	121
N8034	122	10	136
N8031	115	10	146
N8032	121	10	147
N8039	22	123	124
N8037	22	116	134
N8038	22	122	135
N8042	23	124	123
N8041	2	118	132
N8040	23	123	134
N8044	3	127	120
N8043	3	126	131
N8048	6	102	117
N8045	6	119	128
N8057	195	7	25
N8058	7	103	116
N8055	223	7	25
N8056	7	120	127
N8060	195	8	24
N8059	223	8	24
N8064	16	196	16
N8061	16	224	16
N8071	3	202	10
N8074	17	197	30
N8072	3	230	10
N8073	17	225	30
N8075	13	6	0
N8078	3	200	27
N8076	13	6	0
N8077	3	228	27
N8082	8	111	22
N8079	8	129	22
N8090	4	115	23
N8092	4	115	18
troj39_0n4	9	121	97
N8089	4	133	23
N8091	4	133	18
