
----------------------------------------
Circuit Details:
----------------------------------------
No. of Primary Inputs: 32
No. of Primary Outputs: 32
No. of Gates: 2422
No. of Nodes: 4876
Execution Time: 15459000 ns
Primary Inputs: N256 N239 N222 N205 N188 N171 N154 N137 N120 N103 N86 N69 N52 N35 N18 N528 N511 N494 N477 N460 N443 N426 N409 N392 N375 N358 N341 N324 N307 N290 N273 N1
Outputs: N6260 N6250 N6240 N6200 N6170 N6150 N6123 N6270 N6230 N6160 N6180 N5308 N6280 N6220 N4591 N3211 N2877 N6210 N5672 N2548 N4241 N2223 N6190 N3895 N1901 N6288 N4946 N1581 N6287 N5971 N3552 N545


----------------------------------------
Signal	CC0	CC1	CO
N3768	4	58	301
N3772	4	58	439
N3776	4	58	589
N3780	4	58	676
N3784	4	58	676
N3788	4	58	676
N3792	59	60	686
N3793	4	7	741
N3794	59	50	630
N3797	8	64	681
N3800	51	68	612
N3804	65	60	615
N3805	51	111	629
N3806	61	110	423
N3809	4	51	279
N3813	32	33	289
N3814	4	7	317
N3815	32	23	152
N3818	8	17	176
N3821	4	15	65
N3825	59	60	5
N3826	4	7	60
N3827	59	50	80
N3830	59	60	119
N3831	4	7	174
N3832	59	50	206
N3835	59	60	245
N3836	4	7	300
N3837	59	50	344
N3840	59	60	383
N3841	4	7	438
N3842	59	50	494
N3845	59	60	533
N3846	4	7	588
N3847	59	50	636
N3850	59	60	692
N3851	4	7	747
N3852	59	50	630
N3855	59	60	686
N3856	4	7	741
N3857	59	50	630
N3860	59	60	686
N3861	4	7	741
N3862	59	50	630
N3865	8	64	681
N3868	51	68	621
N3872	65	60	714
N3873	51	111	728
N3874	61	117	563
N3877	4	64	420
N3881	52	53	430
N3882	4	7	478
N3883	52	43	240
N3886	8	37	284
N3889	18	41	143
N3893	4	7	79
N3894	10	17	73
N3895	8	64	0
N3896	8	64	114
N3899	8	64	240
N3902	8	64	378
N3905	8	64	528
N3908	8	64	687
N3911	8	64	681
N3914	8	64	681
N3917	51	68	621
N3921	65	60	723
N3922	51	111	737
N3923	61	117	662
N3926	4	64	560
N3930	65	66	570
N3931	4	7	631
N3932	65	56	368
N3935	8	57	425
N3938	38	61	231
N3942	18	27	185
N3943	24	51	179
N3944	8	15	68
N3947	51	68	71
N3951	51	68	197
N3955	51	68	335
N3959	51	68	485
N3963	51	68	627
N3967	51	68	621
N3971	51	68	621
N3975	65	60	723
N3976	51	111	737
N3977	61	117	671
N3980	4	64	659
N3984	65	66	669
N3985	4	7	730
N3986	65	56	508
N3989	8	70	565
N3992	57	74	359
N3996	38	47	313
N3997	44	91	307
N3998	28	43	160
N4001	4	11	65
N4005	65	60	62
N4006	51	111	76
N4007	65	60	188
N4008	51	111	202
N4009	65	60	326
N4010	51	111	340
N4011	65	60	476
N4012	51	111	490
N4013	65	60	638
N4014	51	111	652
N4015	65	60	723
N4016	51	111	737
N4017	65	60	723
N4018	51	111	737
N4019	61	117	671
N4022	4	64	668
N4026	65	66	678
N4027	4	7	739
N4028	65	56	607
N4031	8	70	664
N4034	57	74	499
N4038	58	66	473
N4039	57	123	474
N4040	48	83	268
N4043	4	31	157
N4047	12	13	167
N4048	4	7	175
N4049	12	9	60
N4052	61	117	10
N4055	61	117	136
N4058	61	117	274
N4061	61	117	424
N4064	61	117	586
N4067	61	117	671
N4070	61	117	671
N4073	4	64	668
N4077	65	66	678
N4078	4	7	739
N4079	65	56	616
N4082	8	70	673
N4085	57	74	598
N4089	71	66	613
N4090	57	123	627
N4091	67	116	415
N4094	4	51	265
N4098	32	33	275
N4099	4	7	303
N4100	32	23	138
N4103	8	17	162
N4106	4	15	57
N4110	4	64	67
N4114	4	64	193
N4118	4	64	331
N4122	4	64	481
N4126	4	64	643
N4130	4	64	668
N4134	4	64	668
N4138	65	66	678
N4139	4	7	739
N4140	65	56	616
N4143	8	70	673
N4146	57	74	607
N4150	71	66	712
N4151	57	123	726
N4152	67	129	555
N4155	4	70	412
N4159	52	53	422
N4160	4	7	470
N4161	52	43	226
N4164	8	37	270
N4167	18	41	129
N4171	4	7	71
N4172	10	17	65
N4173	65	66	5
N4174	4	7	66
N4175	65	56	86
troj40_0n3	147	5	771
N4178	65	66	131
N4179	4	7	192
N4180	65	56	224
N4183	65	66	269
N4184	4	7	330
N4185	65	56	374
N4188	65	66	419
N4189	4	7	480
N4190	65	56	536
N4193	65	66	581
N4194	4	7	642
N4195	65	56	622
N4198	65	66	684
N4199	4	7	745
N4200	65	56	616
N4203	65	66	678
N4204	4	7	739
N4205	65	56	616
N4208	8	70	673
N4211	57	74	607
N4215	71	66	721
N4216	57	123	735
N4217	67	129	654
N4220	4	70	552
N4224	71	72	562
N4225	4	7	629
N4226	71	62	354
N4229	8	57	417
N4232	38	61	217
N4236	18	27	171
N4237	24	51	165
N4238	8	15	60
N4241	8	70	0
N4242	8	70	126
N4245	8	70	264
N4248	8	70	414
N4251	8	70	576
N4254	8	70	679
N4257	8	70	673
N4260	57	74	607
N4264	71	66	721
N4265	57	123	735
N4266	67	129	663
N4269	4	70	651
N4273	71	72	661
N4274	4	7	728
N4275	71	62	494
N4278	8	76	557
N4281	58	80	345
N4285	38	47	299
N4286	44	91	293
N4287	28	43	146
N4290	4	11	57
N4294	57	74	77
N4298	57	74	215
N4302	57	74	365
N4306	57	74	527
N4310	57	74	613
N4314	57	74	607
N4318	71	66	721
N4319	57	123	735
N4320	67	129	663
N4323	4	70	660
N4327	71	72	670
N4328	4	7	737
N4329	71	62	593
N4332	8	76	656
N4335	63	80	485
N4339	58	67	466
N4340	63	130	461
N4341	48	83	254
N4344	4	31	143
N4348	12	13	153
N4349	4	7	161
N4350	12	9	52
N4353	71	66	68
N4354	57	123	82
N4355	71	66	206
N4356	57	123	220
N4357	71	66	356
N4358	57	123	370
N4359	71	66	518
N4360	57	123	532
N4361	71	66	692
N4362	57	123	706
N4363	71	66	721
N4364	57	123	735
N4365	67	129	663
N4368	4	70	660
N4372	71	72	670
N4373	4	7	737
N4374	71	62	602
N4377	8	76	665
N4380	63	80	584
N4384	77	72	611
N4385	63	135	625
N4386	68	122	402
N4389	4	51	251
N4393	32	33	261
N4394	4	7	289
N4395	32	23	124
N4398	8	17	148
N4401	4	15	49
N4405	67	129	10
N4408	67	129	148
N4411	67	129	298
N4414	67	129	460
N4417	67	129	634
N4420	67	129	663
N4423	4	70	660
N4427	71	72	670
N4428	4	7	737
N4429	71	62	602
N4432	8	76	665
N4435	63	80	593
N4439	77	72	710
N4440	63	135	724
N4441	73	141	547
N4444	4	71	399
N4448	52	53	409
N4449	4	7	457
N4450	52	43	212
N4453	8	37	256
N4456	18	41	115
N4460	4	7	63
N4461	10	17	57
N4462	4	70	73
N4466	4	70	211
N4470	4	70	361
N4474	4	70	523
N4478	4	70	666
N4482	4	70	660
N4486	71	72	670
N4487	4	7	737
N4488	71	62	602
N4491	8	76	665
N4494	63	80	593
N4498	77	72	719
N4499	63	135	733
N4500	73	141	646
N4503	4	76	544
N4507	72	73	554
N4508	4	7	622
N4509	72	63	340
N4512	8	57	404
N4515	38	61	203
N4519	18	27	157
N4520	24	51	151
N4521	8	15	52
N4524	71	72	5
N4525	4	7	72
N4526	71	62	92
N4529	71	72	143
N4530	4	7	210
N4531	71	62	242
N4534	71	72	293
N4535	4	7	360
N4536	71	62	404
N4539	71	72	455
N4540	4	7	522
N4541	71	62	578
N4544	71	72	629
N4545	4	7	696
N4546	71	62	608
N4549	71	72	676
N4550	4	7	743
N4551	71	62	602
N4554	8	76	665
N4557	63	80	593
N4561	77	72	719
N4562	63	135	733
N4563	73	141	655
N4566	4	76	643
N4570	77	78	653
N4571	4	7	726
N4572	77	68	480
N4575	8	77	549
N4578	58	81	331
N4582	38	47	285
N4583	44	91	279
N4584	28	43	132
N4587	4	11	49
N4591	8	76	0
N4592	8	76	138
N4595	8	76	288
N4598	8	76	450
N4601	8	76	624
N4604	8	76	671
N4607	63	80	593
N4611	77	72	719
N4612	63	135	733
N4613	73	141	655
N4616	4	76	652
N4620	77	78	662
N4621	4	7	735
N4622	77	68	579
N4625	8	82	648
N4628	69	86	471
N4632	58	67	453
N4633	64	131	447
N4634	48	83	240
N4637	4	31	129
N4641	12	13	139
N4642	4	7	147
N4643	12	9	44
N4646	63	80	83
N4650	63	80	233
N4654	63	80	395
N4658	63	80	569
N4662	63	80	599
N4666	77	72	719
N4667	63	135	733
N4668	73	141	655
N4671	4	76	652
N4675	77	78	662
N4676	4	7	735
N4677	77	68	588
N4680	8	82	657
N4683	69	86	570
N4687	78	78	609
N4688	69	147	618
N4689	68	123	388
N4692	4	51	237
N4696	32	33	247
N4697	4	7	275
N4698	32	23	110
N4701	8	17	134
N4704	4	15	41
N4708	77	72	74
N4709	63	135	88
N4710	77	72	224
N4711	63	135	238
N4712	77	72	386
N4713	63	135	400
N4714	77	72	560
N4715	63	135	574
N4716	77	72	725
N4717	63	135	739
N4718	73	141	655
N4721	4	76	652
N4725	77	78	662
N4726	4	7	735
N4727	77	68	588
N4730	8	82	657
N4733	69	86	579
N4737	83	78	708
N4738	69	147	722
N4739	79	148	539
N4742	4	71	385
N4746	52	53	395
N4747	4	7	443
N4748	52	43	198
N4751	8	37	242
N4754	18	41	101
N4758	4	7	55
N4759	10	17	49
N4760	73	141	10
N4763	73	141	160
N4766	73	141	322
N4769	73	141	496
N4772	73	141	661
N4775	4	76	652
N4779	77	78	662
N4780	4	7	735
N4781	77	68	588
N4784	8	82	657
N4787	69	86	579
N4791	83	78	717
N4792	69	147	731
N4793	79	153	638
N4796	4	82	536
N4800	72	73	546
N4801	4	7	614
N4802	72	63	326
N4805	8	57	390
N4808	38	61	189
N4812	18	27	143
N4813	24	51	137
N4814	8	15	44
N4817	4	76	79
N4821	4	76	229
N4825	4	76	391
N4829	4	76	565
N4833	4	76	658
N4837	77	78	668
N4838	4	7	741
N4839	77	68	588
N4842	8	82	657
N4845	69	86	579
N4849	83	78	717
N4850	69	147	731
N4851	79	153	647
N4854	4	82	635
N4858	83	84	645
N4859	4	7	724
N4860	83	74	466
N4863	8	77	541
N4866	58	81	317
N4870	38	47	271
N4871	44	91	265
N4872	28	43	118
N4875	4	11	41
N4879	77	78	5
N4880	4	7	78
N4881	77	68	98
N4884	77	78	155
N4885	4	7	228
N4886	77	68	260
N4889	77	78	317
N4890	4	7	390
N4891	77	68	434
N4894	77	78	491
N4895	4	7	564
N4896	77	68	588
N4899	77	78	662
N4900	4	7	735
N4901	77	68	594
N4904	8	82	663
N4907	69	86	579
N4911	83	78	717
N4912	69	147	731
N4913	79	153	647
N4916	4	82	644
N4920	83	84	654
N4921	4	7	733
N4922	83	74	565
N4925	8	88	640
N4928	75	92	457
N4932	58	67	439
N4933	64	131	433
N4934	48	83	226
N4937	4	31	115
N4941	12	13	125
N4942	4	7	133
N4943	12	9	36
N4946	8	82	0
N4947	8	82	150
N4950	8	82	312
N4953	8	82	486
N4956	8	82	657
N4959	69	86	585
N4963	83	78	717
N4964	69	147	731
N4965	79	153	647
N4968	4	82	644
N4972	83	84	654
N4973	4	7	733
N4974	83	74	574
N4977	8	88	649
N4980	75	92	556
N4984	78	84	607
N4985	75	159	610
N4986	68	123	374
N4989	4	51	223
N4993	32	33	233
N4994	4	7	261
N4995	32	23	96
N4998	8	17	120
N5001	4	15	33
N5005	69	86	89
N5009	69	86	251
N5013	69	86	425
N5017	69	86	579
N5021	83	78	723
N5022	69	147	737
N5023	79	153	647
N5026	4	82	644
N5030	83	84	654
N5031	4	7	733
N5032	83	74	574
N5035	8	88	649
N5038	75	92	565
N5042	89	84	706
N5043	75	159	720
N5044	85	154	531
N5047	4	71	371
N5051	52	53	381
N5052	4	7	429
N5053	52	43	184
N5056	8	37	228
N5059	18	41	87
N5063	4	7	47
N5064	10	17	41
N5065	83	78	80
N5066	69	147	94
N5067	83	78	242
N5068	69	147	256
N5069	83	78	416
N5070	69	147	430
N5071	83	78	602
N5072	69	147	616
N5073	79	153	653
N5076	4	82	644
N5080	83	84	654
N5081	4	7	733
N5082	83	74	574
N5085	8	88	649
N5088	75	92	565
N5092	89	84	715
N5093	75	159	729
N5094	85	165	630
N5097	4	88	528
N5101	72	73	538
N5102	4	7	606
N5103	72	63	312
N5106	8	57	376
N5109	38	61	175
N5113	18	27	129
N5114	24	51	123
N5115	8	15	36
N5118	79	153	10
N5121	79	153	172
N5124	79	153	346
N5127	79	153	532
N5130	4	82	650
N5134	83	84	660
N5135	4	7	739
N5136	83	74	574
N5139	8	88	649
N5142	75	92	565
N5146	89	84	715
N5147	75	159	729
N5148	85	165	639
N5151	4	88	627
N5155	89	90	637
N5156	4	7	722
N5157	89	80	452
N5160	8	77	533
N5163	58	81	303
N5167	38	47	257
N5168	44	91	251
N5169	28	43	104
N5172	4	11	33
N5176	4	82	85
N5180	4	82	247
N5184	4	82	421
N5188	4	82	607
N5192	83	84	654
N5193	4	7	733
N5194	83	74	580
N5197	8	88	655
N5200	75	92	565
N5204	89	84	715
N5205	75	159	729
N5206	85	165	639
N5209	4	88	636
N5213	89	90	646
N5214	4	7	731
N5215	89	80	551
N5218	8	94	632
N5221	78	98	443
N5225	58	67	425
N5226	64	131	419
N5227	48	83	212
N5230	4	31	101
N5234	12	13	111
N5235	4	7	119
N5236	12	9	28
N5239	83	84	5
N5240	4	7	84
N5241	83	74	104
N5244	83	84	167
N5245	4	7	246
N5246	83	74	278
N5249	83	84	341
N5250	4	7	420
N5251	83	74	464
N5254	83	84	527
N5255	4	7	606
N5256	83	74	574
N5259	8	88	649
N5262	75	92	571
N5266	89	84	715
N5267	75	159	729
N5268	85	165	639
N5271	4	88	636
N5275	89	90	646
N5276	4	7	731
N5277	89	80	560
N5280	8	94	641
N5283	81	98	542
N5287	78	87	602
N5288	81	168	599
N5289	68	123	360
N5292	4	51	209
N5296	32	33	219
N5297	4	7	247
N5298	32	23	82
N5301	8	17	106
N5304	4	15	25
N5308	8	88	0
N5309	8	88	162
N5312	8	88	336
N5315	8	88	522
N5318	75	92	565
N5322	89	84	721
N5323	75	159	735
N5324	85	165	639
N5327	4	88	636
N5331	89	90	646
N5332	4	7	731
N5333	89	80	560
N5336	8	94	641
N5339	81	98	551
N5343	95	90	704
N5344	81	171	718
N5345	88	160	520
N5348	4	71	357
N5352	52	53	367
N5353	4	7	415
N5354	52	43	170
N5357	8	37	214
N5360	18	41	73
N5364	4	7	39
N5365	10	17	33
N5366	75	92	95
N5370	75	92	269
N5374	75	92	455
N5378	89	84	715
N5379	75	159	729
N5380	85	165	645
N5383	4	88	636
N5387	89	90	646
N5388	4	7	731
N5389	89	80	560
N5392	8	94	641
N5395	81	98	551
N5399	95	90	713
N5400	81	171	727
N5401	91	177	622
N5404	4	91	517
N5408	72	73	527
N5409	4	7	595
N5410	72	63	298
N5413	8	57	362
N5416	38	61	161
N5420	18	27	115
N5421	24	51	109
N5422	8	15	28
N5425	89	84	86
N5426	75	159	100
N5427	89	84	260
N5428	75	159	274
N5429	89	84	446
N5430	75	159	460
N5431	85	165	639
N5434	4	88	642
N5438	89	90	652
N5439	4	7	737
N5440	89	80	560
N5443	8	94	641
N5446	81	98	551
N5450	95	90	713
N5451	81	171	727
N5452	91	177	631
N5455	4	94	619
N5459	92	93	629
N5460	4	7	717
N5461	92	83	438
N5464	8	77	522
N5467	58	81	289
N5471	38	47	243
N5472	44	91	237
N5473	28	43	90
N5476	4	11	25
N5480	85	165	10
N5483	85	165	184
N5486	85	165	370
N5489	4	88	636
N5493	89	90	646
N5494	4	7	731
N5495	89	80	566
N5498	8	94	647
N5501	81	98	551
N5505	95	90	713
N5506	81	171	727
N5507	91	177	631
N5510	4	94	628
N5514	95	96	638
N5515	4	7	729
N5516	95	86	537
N5519	8	97	624
N5522	78	101	429
N5526	58	67	411
N5527	64	131	405
N5528	48	83	198
N5531	4	31	87
N5535	12	13	97
N5536	4	7	105
N5537	12	9	20
N5540	4	88	91
N5544	4	88	265
N5548	4	88	451
N5552	89	90	646
N5553	4	7	731
N5554	89	80	560
N5557	8	94	641
N5560	81	98	557
N5564	95	90	713
N5565	81	171	727
N5566	91	177	631
N5569	4	94	628
N5573	95	96	638
N5574	4	7	729
N5575	95	86	546
N5578	8	100	633
N5581	87	104	528
N5585	78	87	591
N5586	84	171	585
N5587	68	123	346
N5590	4	51	195
N5594	32	33	205
N5595	4	7	233
N5596	32	23	68
N5599	8	17	92
N5602	4	15	17
N5606	89	90	5
N5607	4	7	90
N5608	89	80	110
N5611	89	90	179
N5612	4	7	264
N5613	89	80	296
N5616	89	90	365
N5617	4	7	450
N5618	89	80	560
N5621	8	94	641
N5624	81	98	551
N5628	95	90	719
N5629	81	171	733
N5630	91	177	631
N5633	4	94	628
N5637	95	96	638
N5638	4	7	729
N5639	95	86	546
N5642	8	100	633
N5645	87	104	537
N5649	98	96	702
N5650	87	183	713
N5651	88	163	506
N5654	4	71	343
N5658	52	53	353
N5659	4	7	401
N5660	52	43	156
N5663	8	37	200
N5666	18	41	59
N5670	4	7	59
N5671	10	17	53
N5672	8	94	0
N5673	8	94	174
N5676	8	94	360
N5679	81	98	551
N5683	95	90	713
N5684	81	171	727
N5685	91	177	637
N5688	4	94	628
N5692	95	96	638
N5693	4	7	729
N5694	95	86	546
N5697	8	100	633
N5700	87	104	537
N5704	101	96	706
N5705	87	183	720
N5706	97	186	614
N5709	4	91	503
N5713	72	73	513
N5714	4	7	581
N5715	72	63	284
N5718	8	57	348
N5721	38	61	147
N5725	18	27	121
N5726	24	51	115
N5727	8	15	48
N5730	81	98	101
N5734	81	98	287
N5738	95	90	671
N5739	81	171	685
N5740	91	177	631
N5743	4	94	634
N5747	95	96	644
N5748	4	7	735
N5749	95	86	546
N5752	8	100	633
N5755	87	104	537
N5759	101	96	706
N5760	87	183	720
N5761	97	189	618
N5764	4	100	611
N5768	92	93	604
N5769	4	7	692
N5770	92	83	424
N5773	8	77	508
N5776	58	81	275
N5780	38	47	229
N5781	44	91	223
N5782	28	43	96
N5785	95	90	92
N5786	81	171	106
N5787	95	90	278
N5788	81	171	292
N5789	91	177	589
N5792	4	94	628
N5796	95	96	638
N5797	4	7	729
N5798	95	86	552
N5801	8	100	639
N5804	87	104	537
N5808	101	96	706
N5809	87	183	720
N5810	97	189	618
N5813	4	100	620
N5817	101	102	613
N5818	4	7	710
N5819	101	92	523
N5822	8	97	599
N5825	78	101	415
N5829	58	67	363
N5830	64	131	357
N5831	48	83	184
troj40_0n4	186	11	732
N5834	91	177	10
N5837	91	177	196
N5840	4	94	628
N5844	95	96	638
N5845	4	7	729
N5846	95	86	546
N5849	8	100	633
N5852	87	104	543
N5856	101	96	711
N5857	87	183	725
N5858	97	189	618
N5861	4	100	620
N5865	101	102	613
N5866	4	7	710
N5867	101	92	532
N5870	8	106	608
N5873	93	110	514
N5877	78	87	452
N5878	84	171	446
N5879	68	123	298
N5882	4	94	97
N5886	4	94	283
N5890	95	96	584
N5891	4	7	675
N5892	95	86	546
N5895	8	100	633
N5898	87	104	537
N5902	101	96	706
N5903	87	183	720
N5904	97	189	623
N5907	4	100	620
N5911	101	102	613
N5912	4	7	710
N5913	101	92	532
N5916	8	106	608
N5919	93	110	523
N5923	98	102	505
N5924	93	195	510
N5925	88	163	367
N5928	95	96	5
N5929	4	7	96
N5930	95	86	116
N5933	95	96	191
N5934	4	7	282
N5935	95	86	509
N5938	8	100	579
N5941	87	104	537
N5945	101	96	706
N5946	87	183	720
N5947	97	189	618
N5950	4	100	620
N5954	101	102	613
N5955	4	7	710
N5956	101	92	532
N5959	8	106	608
N5962	93	110	523
N5966	107	102	514
N5967	93	195	528
N5968	103	192	411
N5971	8	100	0
N5972	8	100	186
N5975	87	104	500
N5979	101	96	686
N5980	87	183	700
N5981	97	189	618
N5984	4	100	626
N5988	101	102	619
N5989	4	7	716
N5990	101	92	532
N5993	8	106	608
N5996	93	110	523
N6000	107	102	514
N6001	93	195	528
N6002	103	201	420
N6005	87	104	107
N6009	101	96	491
N6010	87	183	505
N6011	97	189	598
N6014	4	100	620
N6018	101	102	613
N6019	4	7	710
N6020	101	92	538
N6023	8	106	614
N6026	93	110	523
N6030	107	102	514
N6031	93	195	528
N6032	103	201	420
N6035	101	96	98
N6036	87	183	112
N6037	97	189	403
N6040	4	100	620
N6044	101	102	613
N6045	4	7	710
N6046	101	92	532
N6049	8	106	608
N6052	93	110	529
troj40_0n1	19	4	899
N6056	107	102	514
N6057	93	195	528
N6058	103	201	420
N6061	97	189	10
N6064	4	100	496
N6068	101	102	593
N6069	4	7	690
N6070	101	92	532
N6073	8	106	608
N6076	93	110	523
N6080	107	102	520
N6081	93	195	534
Trigger_en40_0	5	400	518
N6082	103	201	420
N6085	4	100	103
N6089	101	102	398
N6090	4	7	495
N6091	101	92	512
N6094	8	106	588
N6097	93	110	523
N6101	107	102	514
N6102	93	195	528
N6103	103	201	426
N6106	101	102	5
N6107	4	7	102
N6108	101	92	317
N6111	8	106	393
N6114	93	110	503
N6118	107	102	514
N6119	93	195	528
N6120	103	201	420
N6123	8	106	0
N6124	93	110	308
N6128	107	102	494
N6129	93	195	508
N6130	103	201	420
N6133	107	102	299
N6134	93	195	313
N6135	103	201	400
N6138	103	201	205
N6141	104	202	204
N6145	202	208	106
N6146	105	203	203
N6147	111	198	403
N6150	204	308	0
N6151	199	215	304
N6155	202	303	200
N6156	199	311	203
N6157	111	293	406
N6160	304	402	0
N6161	202	215	315
N6165	202	306	217
N6166	216	314	203
N6167	111	296	406
N6170	307	419	0
N6171	202	215	315
N6175	202	306	217
N6176	216	314	203
tempN6177	111	296	412
N6180	307	419	0
N6177	117	302	406
N6181	202	221	321
N6185	202	306	223
N6186	222	320	203
N6187	111	296	406
N6190	307	425	0
N6191	202	215	315
N6195	202	306	217
N6196	216	314	203
N6197	111	296	406
N6200	307	419	0
N6201	202	215	315
N6205	202	306	217
N6206	216	314	203
N6207	111	296	406
N6210	307	419	0
N6211	202	215	315
N6215	202	306	217
N6216	216	314	203
N6217	111	296	406
N6220	307	419	0
N6221	202	215	315
N6225	202	306	217
N6226	216	314	203
N6227	111	296	388
N6230	307	419	0
N6231	193	215	306
N6235	193	297	217
N6236	216	305	194
N6237	111	287	330
N6240	298	410	0
N6241	164	200	277
N6245	164	253	202
N6246	201	276	165
N6247	102	243	250
N6250	254	366	0
N6251	124	171	209
N6255	124	193	173
N6256	172	227	125
N6257	82	183	150
N6260	194	297	0
N6261	84	131	101
N6265	84	133	133
N6266	132	167	85
N6267	62	123	62
N6270	134	217	0
N6271	44	91	33
N6275	44	73	93
N6276	92	107	45
N6277	42	63	14
N6280	74	137	0
N6281	16	51	5
N6285	16	25	53
N6286	52	59	17
N6287	16	21	0
N6288	26	69	0
